Band Number,Mainland.or.Island,Retrap,Date,Wing,Tail,Tarsus,Weight,Ssp,,
02656429,Island,NA,12062015,64.5,51.5,19.5,14,Chlorocephalus,,
2746415,Island,NA,26042002,64,51,19.5,14,Chlorocephalus,,
2728263,Island,NA,25042022,64,51,19.5,14,Chlorocephalus,,
2746559,Island,NA,17062023,64,50,19.5,14,Chlorocephalus,,
2746486,Island,NA,26062022,65,49,19.5,14,Chlorocephalus,,
02641291,Island,NA,6042019,63,49,19.5,14,Chlorocephalus,,
02727922,Island,NA,7042019,63,49,19.5,14,Chlorocephalus,,
02641293,Island,NA,6042019,62.5,49,19.5,14,Chlorocephalus,,
02727907,Island,NA,7042019,62,48.5,19.5,14,Chlorocephalus,,
02710238,Island,NA,26062016,66,48,19.5,14,Chlorocephalus,,
02710293,Island,NA,04102016,65,48,19.5,14,Chlorocephalus,,
02700686,Island,NA,25072014,64,48,19.5,14,Chlorocephalus,,
02656279,Island,NA,03042013,63.5,48,19.5,14,Chlorocephalus,,
2746656,Island,NA,21062023,63,48,19.5,14,Chlorocephalus,,
02656333,Island,NA,05052013,62,48,19.5,14,Chlorocephalus,,
02727972,Island,NA,9042019,62,48,19.5,14,Chlorocephalus,,
02641260,Island,NA,6042019,61,48,19.5,14,Chlorocephalus,,
02656257,Island,NA,03042013,64.5,47.5,19.5,14,Chlorocephalus,,
2746626,Island,NA,19062023,63,47,19.5,14,Chlorocephalus,,
2728136,Island,NA,21042022,63,47,19.5,14,Chlorocephalus,,
2728220,Island,NA,23042022,62.5,46,19.5,14,Chlorocephalus,,
2728081,Island,NA,43633,63,48,19.5,13.9,Chlorocephalus,,
02710211,Island,NA,25062016,64,47,19.5,13.8,Chlorocephalus,,
2728275,Island,NA,25042022,64.5,51,19.5,13.5,Chlorocephalus,,
2728122,Island,NA,21042022,64.5,51,19.5,13.5,Chlorocephalus,,
2746653,Island,NA,21062023,64,51,19.5,13.5,Chlorocephalus,,
02641271,Island,NA,6042019,63,49.5,19.5,13.5,Chlorocephalus,,
02700629,Island,NA,20072014,63,49.5,19.5,13.5,Chlorocephalus,,
02727944,Island,NA,8042019,64,49,19.5,13.5,Chlorocephalus,,
02728040,Island,NA,10042019,63,49,19.5,13.5,Chlorocephalus,,
2746414,Island,NA,26042002,62.5,49,19.5,13.5,Chlorocephalus,,
2746439,Island,NA,21062022,66,48,19.5,13.5,Chlorocephalus,,
02585646,Island,NA,5042019,64.5,48,19.5,13.5,Chlorocephalus,,
2728154,Island,NA,21042022,64.5,48,19.5,13.5,Chlorocephalus,,
01A31571,Island,NA,10062012,63.5,48,19.5,13.5,Chlorocephalus,,
02672115,Island,NA,14062012,63,47,19.5,13.5,Chlorocephalus,,
02656281,Island,NA,03042013,62.5,46,19.5,13.5,Chlorocephalus,,
2772534,Island,NA,22062024,63,49,19.5,13.3,Chlorocephalus,,
02656411,Island,NA,27072014,63,50,19.5,13,Chlorocephalus,,
02700600,Island,NA,01042013,65,49,19.5,13,Chlorocephalus,,
2746537,Island,NA,17062023,65,49,19.5,13,Chlorocephalus,,
02700552,Island,NA,30032013,64,49,19.5,13,Chlorocephalus,,
2728169,Island,NA,22042022,64,48,19.5,13,Chlorocephalus,,
02656256,Island,NA,03042013,63.5,48,19.5,13,Chlorocephalus,,
2728251,Island,NA,24042022,63,48,19.5,13,Chlorocephalus,,
2728146,Island,NA,21042022,62,48,19.5,13,Chlorocephalus,,
02585698,Island,NA,5042019,60.5,48,19.5,13,Chlorocephalus,,
02727953,Island,NA,8042019,61.5,47.5,19.5,13,Chlorocephalus,,
2728215,Island,NA,23042022,61,46.5,19.5,13,Chlorocephalus,,
02656260,Island,NA,03042013,61,45.5,19.5,13,Chlorocephalus,,
02727891,Island,NA,30102017,64,49,19.5,12.8,Chlorocephalus,,
02700548,Island,NA,30032013,61,49,19.5,12.75,Chlorocephalus,,
02710232,Island,NA,26062016,65,50,19.5,12.6,Chlorocephalus,,
02578886,Island,NA,23112016,64,51.5,19.5,12.5,Chlorocephalus,,
2728135,Island,NA,21042022,65,50,19.5,12.5,Chlorocephalus,,
02700677,Island,NA,24072014,65,50,19.5,12.5,Chlorocephalus,,
02585619,Island,NA,4042019,63,49,19.5,12.5,Chlorocephalus,,
02700654,Island,NA,22072014,62.5,49,19.5,12.5,Chlorocephalus,,
01A31542,Island,NA,9062012,63,48,19.5,12.5,Chlorocephalus,,
01A31590,Island,NA,10062012,63.5,47,19.5,12.5,Chlorocephalus,,
02656232,Island,NA,02042013,63,47,19.5,12.5,Chlorocephalus,,
02656216,Island,NA,01042013,62,47,19.5,12.5,Chlorocephalus,,
2728297,Island,NA,25042022,64,50,19.5,12,Chlorocephalus,,
02727942,Island,NA,8042019,64,50,19.5,12,Chlorocephalus,,
02700634,Island,NA,20072014,62.5,50,19.5,12,Chlorocephalus,,
2746485,Island,NA,25062022,64,49,19.5,12,Chlorocephalus,,
02656202,Island,NA,01042013,63.5,48,19.5,12,Chlorocephalus,,
02700633,Island,NA,20072014,63.5,47.5,19.5,12,Chlorocephalus,,
02700628,Island,NA,20072014,62,46.5,19.5,12,Chlorocephalus,,
02710272,Island,NA,29062016,62,47,19.5,11.9,Chlorocephalus,,
02710198,Island,NA,25062016,62,47,19.5,11.8,Chlorocephalus,,
02710255,Island,NA,28062016,63,50,19.5,11.5,Chlorocephalus,,
02700673,Island,NA,24072014,62,46,19.5,11.5,Chlorocephalus,,
02710254,Island,NA,28062016,64,48,19.5,11,Chlorocephalus,,
01A31559,Island,NA,9062012,64.5,50,19.48,14,Chlorocephalus,,
01A31563,Island,NA,9062012,65,48,19.48,14,Chlorocephalus,,
01A31557,Island,NA,9062012,60,47,19.48,12.7,Chlorocephalus,,
01A31513,Island,NA,7062012,65,44.5,19.48,12,Chlorocephalus,,
01A31596,Island,NA,10062012,65,50,19.46,14,Chlorocephalus,,
01A31666,Island,NA,13062012,64.5,50,19.46,14,Chlorocephalus,,
02672116,Island,NA,14062012,64,47,19.46,14,Chlorocephalus,,
01A31625,Island,NA,11062012,62.5,46,19.46,12,Chlorocephalus,,
01A31658,Island,NA,13062012,62.5,48,19.46,11.5,Chlorocephalus,,
01A31621,Island,NA,10062012,60.5,44,19.46,11,Chlorocephalus,,
02672150,Island,NA,15062012,62.5,47,19.46,10,Chlorocephalus,,
02672124,Island,NA,14062012,63.5,46,19.46,8.5,Chlorocephalus,,
01A31594,Island,NA,10062012,59,46,19.44,15,Chlorocephalus,,
01A31567,Island,NA,9062012,65.5,48,19.44,14,Chlorocephalus,,
02672141,Island,NA,15062012,68,49,19.44,13.5,Chlorocephalus,,
01A31660,Island,NA,13062012,64,49.5,19.42,14,Chlorocephalus,,
01A31508,Island,NA,7062012,65,47,19.42,13.5,Chlorocephalus,,
01A31580,Island,NA,10062012,64,47.5,19.42,13,Chlorocephalus,,
01A31548,Island,NA,9062012,62.5,49,19.42,12,Chlorocephalus,,
01A31593,Island,NA,10062012,61.5,47,19.42,11.5,Chlorocephalus,,
2772582,Island,NA,23062024,64,49,19.4,17.7,Chlorocephalus,,
2772658,Island,NA,29062024,63,48,19.4,17,Chlorocephalus,,
2772571,Island,NA,23062024,63,49,19.4,16.2,Chlorocephalus,,
2772609,Island,NA,24062024,63,48,19.4,16.2,Chlorocephalus,,
2772543,Island,NA,22062024,63,49,19.4,16.1,Chlorocephalus,,
2746577,Island,NA,18062023,66,51,19.4,16,Chlorocephalus,,
2728291,Island,NA,25042022,64.5,51,19.4,16,Chlorocephalus,,
2746511,Island,NA,16062023,65,48,19.4,16,Chlorocephalus,,
2772662,Island,NA,30062024,66,51,19.4,15.9,Chlorocephalus,,
2746565,Island,NA,17062023,67,52,19.4,15.5,Chlorocephalus,,
2746661,Island,NA,22062023,66,51,19.4,15.5,Chlorocephalus,,
02710119,Island,NA,18062015,62,50,19.4,15.5,Chlorocephalus,,
02656448,Island,NA,13062015,64,49,19.4,15.5,Chlorocephalus,,
2746607,Island,NA,18062023,65,48,19.4,15.5,Chlorocephalus,,
2728092,Island,NA,43636,62,48,19.4,15.5,Chlorocephalus,,
2746630,Island,NA,20062023,63,47,19.4,15.5,Chlorocephalus,,
2772643,Island,NA,28062024,65,49,19.4,15.2,Chlorocephalus,,
2772663,Island,NA,30062024,63,49,19.4,15.2,Chlorocephalus,,
02656487,Island,NA,15062015,65,53,19.4,15,Chlorocephalus,,
02656498,Island,NA,16062015,65.5,52,19.4,15,Chlorocephalus,,
02710298,Island,NA,04102016,65.5,52,19.4,15,Chlorocephalus,,
02710292,Island,NA,04102016,65.5,52,19.4,15,Chlorocephalus,,
02656424,Island,NA,12062015,66,51,19.4,15,Chlorocephalus,,
2746478,Island,NA,25062022,64,49,19.4,15,Chlorocephalus,,
02700579,Island,NA,31032013,63,47,19.4,15,Chlorocephalus,,
2746592,Island,NA,18062023,63,47,19.4,15,Chlorocephalus,,
2772524,Island,NA,22062024,66,50,19.4,14.9,Chlorocephalus,,
2772652,Island,NA,29062024,63,50,19.4,14.9,Chlorocephalus,,
2772600,Island,NA,23062024,65,51,19.4,14.7,Chlorocephalus,,
2772700,Island,NA,2072024,63,49,19.4,14.7,Chlorocephalus,,
2772528,Island,NA,22062024,66,51,19.4,14.6,Chlorocephalus,,
2728262,Island,NA,25042022,66,58,19.4,14.5,Chlorocephalus,,
02727969,Island,NA,9042019,65,52.5,19.4,14.5,Chlorocephalus,,
2728156,Island,NA,22042022,66,52,19.4,14.5,Chlorocephalus,,
2746697,Island,NA,25062023,66,51,19.4,14.5,Chlorocephalus,,
2746444,Island,NA,21062022,65,49,19.4,14.5,Chlorocephalus,,
02700527,Island,NA,30032013,64,49,19.4,14.5,Chlorocephalus,,
02728042,Island,NA,11042019,62.5,49,19.4,14.5,Chlorocephalus,,
2772536,Island,NA,22062024,65,48,19.4,14.5,Chlorocephalus,,
2728087,Island,NA,43635,62,48,19.4,14.5,Chlorocephalus,,
2746525,Island,NA,16062023,62,47,19.4,14.5,Chlorocephalus,,
2772517,Island,NA,21062024,65,50,19.4,14.3,Chlorocephalus,,
02727917,Island,NA,7042019,62.5,NA,19.4,14,Chlorocephalus,,
2728199,Island,NA,23042022,64,59,19.4,14,Chlorocephalus,,
02710294,Island,NA,04102016,67.5,55,19.4,14,Chlorocephalus,,
2728211,Island,NA,23042022,62.5,51.5,19.4,14,Chlorocephalus,,
2728168,Island,NA,22042022,59.5,51.5,19.4,14,Chlorocephalus,,
2728238,Island,NA,24042022,64,51,19.4,14,Chlorocephalus,,
02727951,Island,NA,8042019,64,50.5,19.4,14,Chlorocephalus,,
02700524,Island,NA,30032013,65.5,50.1,19.4,14,Chlorocephalus,,
01A31654,Island,NA,12062012,65.5,50,19.4,14,Chlorocephalus,,
02585661,Island,NA,5042019,65,50,19.4,14,Chlorocephalus,,
2728191,Island,NA,23042022,64,50,19.4,14,Chlorocephalus,,
02656208,Island,NA,01042013,63,50,19.4,14,Chlorocephalus,,
02728043,Island,NA,11042019,63,50,19.4,14,Chlorocephalus,,
2746402,Island,NA,26042002,61.5,49.5,19.4,14,Chlorocephalus,,
2746569,Island,NA,17062023,67,49,19.4,14,Chlorocephalus,,
02656242,Island,NA,02042013,63,49,19.4,14,Chlorocephalus,,
02641295,Island,NA,6042019,62,49,19.4,14,Chlorocephalus,,
02585628,Island,NA,4042019,64,48,19.4,14,Chlorocephalus,,
02656241,Island,NA,02042013,61.5,47,19.4,14,Chlorocephalus,,
02727819,Island,NA,42910,63,46,19.4,14,Chlorocephalus,,
02656240,Island,NA,02042013,61.5,46,19.4,14,Chlorocephalus,,
02585606,Island,NA,4042019,61.5,45,19.4,14,Chlorocephalus,,
2772704,Island,NA,2072024,64,50,19.4,13.8,Chlorocephalus,,
2728183,Island,NA,22042022,57,NA,19.4,13.5,Chlorocephalus,,
02641268,Island,NA,6042019,65.5,52,19.4,13.5,Chlorocephalus,,
2728159,Island,NA,22042022,65,51.5,19.4,13.5,Chlorocephalus,,
02727975,Island,NA,9042019,65,51,19.4,13.5,Chlorocephalus,,
02656493,Island,NA,15062015,64,51,19.4,13.5,Chlorocephalus,,
2746436,Island,NA,21062022,63,51,19.4,13.5,Chlorocephalus,,
02728068,Island,NA,13042019,63.5,50,19.4,13.5,Chlorocephalus,,
2728179,Island,NA,22042022,64,49.5,19.4,13.5,Chlorocephalus,,
02700544,Island,NA,30032013,62.5,49,19.4,13.5,Chlorocephalus,,
02710268,Island,NA,29062016,63,48,19.4,13.5,Chlorocephalus,,
02585615,Island,NA,4042019,63,47,19.4,13.5,Chlorocephalus,,
02728075,Island,NA,13042019,63,47,19.4,13.5,Chlorocephalus,,
02656300,Island,NA,04042013,61.5,45,19.4,13.5,Chlorocephalus,,
02727885,Island,NA,42922,66,52,19.4,13.2,Chlorocephalus,,
02727875,Island,NA,42922,66,49,19.4,13.2,Chlorocephalus,,
2772688,Island,NA,2072024,62,49,19.4,13.1,Chlorocephalus,,
02656347,Island,NA,19072014,65,51,19.4,13,Chlorocephalus,,
02727908,Island,NA,7042019,65,51,19.4,13,Chlorocephalus,,
2728145,Island,NA,21042022,64.5,51,19.4,13,Chlorocephalus,,
02700644,Island,NA,21072014,65,50,19.4,13,Chlorocephalus,,
02700657,Island,NA,22072014,64.5,50,19.4,13,Chlorocephalus,,
02672135,Island,NA,14062012,64,49.5,19.4,13,Chlorocephalus,,
02700597,Island,NA,01042013,64.5,49,19.4,13,Chlorocephalus,,
02700503,Island,NA,29032013,64,49,19.4,13,Chlorocephalus,,
02700563,Island,NA,31032013,64,48,19.4,13,Chlorocephalus,,
2746564,Island,NA,17062023,64,48,19.4,13,Chlorocephalus,,
02585620,Island,NA,4042019,63,48,19.4,13,Chlorocephalus,,
2728129,Island,NA,21042022,61.5,48,19.4,13,Chlorocephalus,,
02585653,Island,NA,5042019,63,47,19.4,13,Chlorocephalus,,
02656292,Island,NA,04042013,61.5,47,19.4,13,Chlorocephalus,,
2728152,Island,NA,21042022,61.5,47,19.4,13,Chlorocephalus,,
02656459,Island,NA,13062015,61,47,19.4,13,Chlorocephalus,,
02656312,Island,NA,04052013,63,46.5,19.4,13,Chlorocephalus,,
02727860,Island,NA,42920,62,46,19.4,13,Chlorocephalus,,
02727880,Island,NA,42922,69,49,19.4,12.6,Chlorocephalus,,
2728162,Island,NA,22042022,66,50,19.4,12.5,Chlorocephalus,,
02700570,Island,NA,31032013,65.5,50,19.4,12.5,Chlorocephalus,,
02656414,Island,NA,27072014,64.5,48,19.4,12.5,Chlorocephalus,,
02727809,Island,NA,42909,61,47,19.4,12.4,Chlorocephalus,,
02710223,Island,NA,26062016,65,50,19.4,12.2,Chlorocephalus,,
02700675,Island,NA,24072014,61,48,19.4,12,Chlorocephalus,,
02710241,Island,NA,27062016,61,49,19.4,11.6,Chlorocephalus,,
2746474,Island,NA,24062022,64,48,19.4,11.5,Chlorocephalus,,
02710227,Island,NA,26062016,62,46,19.4,11,Chlorocephalus,,
02700638,Island,NA,21072014,62,48,19.4,10.5,Chlorocephalus,,
02710225,Island,NA,26062016,63,47,19.4,10.3,Chlorocephalus,,
01A31587,Island,NA,10062012,63.5,48,19.4,9,Chlorocephalus,,
01A31592,Island,NA,10062012,63.5,47,19.38,14.2,Chlorocephalus,,
01A31665,Island,NA,13062012,64,48,19.38,14,Chlorocephalus,,
02672139,Island,NA,15062012,63,48,19.38,10,Chlorocephalus,,
01A31629,Island,NA,11062012,66,51,19.36,14,Chlorocephalus,,
01A31661,Island,NA,13062012,64,50,19.36,13.5,Chlorocephalus,,
01A31620,Island,NA,10062012,63.5,49,19.36,11.5,Chlorocephalus,,
01A31573,Island,NA,10062012,62.5,49,19.36,11,Chlorocephalus,,
01A31657,Island,NA,12062012,63.5,46,19.34,9,Chlorocephalus,,
01A31598,Island,NA,10062012,64.5,50,19.32,13.5,Chlorocephalus,,
02672109,Island,NA,13062012,63,50,19.32,13.5,Chlorocephalus,,
01A31547,Island,NA,9062012,63.5,48,19.32,11.5,Chlorocephalus,,
01A31537,Island,NA,9062012,63,46.5,19.32,10.5,Chlorocephalus,,
02710136,Island,NA,10102015,62,49,19.3,NA,Chlorocephalus,,
02710150,Island,NA,13112015,61.5,49,19.3,NA,Chlorocephalus,,
2772636,Island,NA,26062024,65,48,19.3,17.4,Chlorocephalus,,
02727827,Island,NA,42910,64,48,19.3,17.3,Chlorocephalus,,
02656374,Island,NA,19072014,64.5,51,19.3,16,Chlorocephalus,,
02656408,Island,NA,26072014,65.5,50.5,19.3,16,Chlorocephalus,,
2772667,Island,NA,30062024,64,50,19.3,15.9,Chlorocephalus,,
2772638,Island,NA,26062024,66,49,19.3,15.8,Chlorocephalus,,
02727834,Island,NA,42912,64,49,19.3,15.8,Chlorocephalus,,
2772703,Island,NA,2072024,64,50,19.3,15.7,Chlorocephalus,,
02710133,Island,NA,24062015,67,52,19.3,15.5,Chlorocephalus,,
2746561,Island,NA,17062023,66,51,19.3,15.5,Chlorocephalus,,
02728065,Island,NA,12042019,61,51,19.3,15.5,Chlorocephalus,,
2772560,Island,NA,23062024,64,50,19.3,15.5,Chlorocephalus,,
02656303,Island,NA,04042013,65,49,19.3,15.5,Chlorocephalus,,
02672148,Island,NA,15062012,63.5,49,19.3,15.5,Chlorocephalus,,
02656226,Island,NA,02042013,62.5,49,19.3,15.5,Chlorocephalus,,
2772670,Island,NA,30062024,63,48,19.3,15.4,Chlorocephalus,,
2772510,Island,NA,21062024,64,49,19.3,15.3,Chlorocephalus,,
2772656,Island,NA,29062024,63,47,19.3,15.3,Chlorocephalus,,
2772648,Island,NA,29062024,65,51,19.3,15.1,Chlorocephalus,,
02700577,Island,NA,31032013,61,NA,19.3,15,Chlorocephalus,,
02641300,Island,NA,6042019,63.5,52,19.3,15,Chlorocephalus,,
2772682,Island,NA,2072024,65,51,19.3,15,Chlorocephalus,,
02727941,Island,NA,8042019,62,50,19.3,15,Chlorocephalus,,
2772645,Island,NA,29062024,64,49,19.3,15,Chlorocephalus,,
02700529,Island,NA,30032013,63.5,49,19.3,15,Chlorocephalus,,
02641239,Island,NA,5042019,63,49,19.3,15,Chlorocephalus,,
02727992,Island,NA,9042019,61.5,49,19.3,15,Chlorocephalus,,
02656345,Island,NA,19072014,65,48,19.3,15,Chlorocephalus,,
02656235,Island,NA,02042013,63,48,19.3,15,Chlorocephalus,,
2746623,Island,NA,19062023,61,46,19.3,15,Chlorocephalus,,
2772551,Island,NA,22062024,62,46,19.3,14.7,Chlorocephalus,,
02727821,Island,NA,42910,64,51,19.3,14.6,Chlorocephalus,,
2772702,Island,NA,2072024,66,49,19.3,14.6,Chlorocephalus,,
02656478,Island,NA,13062015,64.4,50,19.3,14.5,Chlorocephalus,,
02641296,Island,NA,6042019,62.5,49.5,19.3,14.5,Chlorocephalus,,
02641231,Island,NA,5042019,61.5,49.5,19.3,14.5,Chlorocephalus,,
2728138,Island,NA,21042022,63.4,49,19.3,14.5,Chlorocephalus,,
02710111,Island,NA,17062015,63,49,19.3,14.5,Chlorocephalus,,
02656283,Island,NA,04042013,62,49,19.3,14.5,Chlorocephalus,,
02710105,Island,NA,17062015,62,48,19.3,14.5,Chlorocephalus,,
02727844,Island,NA,42912,62,48,19.3,14.2,Chlorocephalus,,
2746542,Island,NA,17062023,64,50,19.3,14,Chlorocephalus,,
02727930,Island,NA,7042019,62.5,50,19.3,14,Chlorocephalus,,
02710283,Island,NA,01102016,65,49,19.3,14,Chlorocephalus,,
2746538,Island,NA,17062023,63,49,19.3,14,Chlorocephalus,,
02656340,Island,NA,05052013,63,49,19.3,14,Chlorocephalus,,
02656304,Island,NA,04042013,62.5,49,19.3,14,Chlorocephalus,,
02578822,Island,NA,11102016,62.5,49,19.3,14,Chlorocephalus,,
2746684,Island,NA,24062023,64,48,19.3,14,Chlorocephalus,,
2746508,Island,NA,16062023,63,48,19.3,14,Chlorocephalus,,
2746583,Island,NA,18062023,63,48,19.3,14,Chlorocephalus,,
02656219,Island,NA,01042013,62.5,47,19.3,14,Chlorocephalus,,
02585635,Island,NA,4042019,62,47,19.3,14,Chlorocephalus,,
02656222,Island,NA,02042013,61.5,47,19.3,14,Chlorocephalus,,
2746533,Island,NA,17062023,62,46,19.3,14,Chlorocephalus,,
02700509,Island,NA,29032013,62.5,45,19.3,14,Chlorocephalus,,
02656301,Island,NA,04042013,63.5,49,19.3,13.8,Chlorocephalus,,
02656367,Island,NA,19072014,64,51,19.3,13.6,Chlorocephalus,,
2728226,Island,NA,24042022,68,51,19.3,13.5,Chlorocephalus,,
02585608,Island,NA,4042019,64.5,51,19.3,13.5,Chlorocephalus,,
02727962,Island,NA,8042019,64,51,19.3,13.5,Chlorocephalus,,
2746426,Island,NA,26042002,62,51,19.3,13.5,Chlorocephalus,,
02585693,Island,NA,5042019,63.5,50.5,19.3,13.5,Chlorocephalus,,
02585684,Island,NA,5042019,62,50,19.3,13.5,Chlorocephalus,,
02641267,Island,NA,6042019,61.5,50,19.3,13.5,Chlorocephalus,,
02727894,Island,NA,6042019,65.5,49.5,19.3,13.5,Chlorocephalus,,
02641299,Island,NA,6042019,63,49.5,19.3,13.5,Chlorocephalus,,
02700565,Island,NA,31032013,65.5,49,19.3,13.5,Chlorocephalus,,
02585641,Island,NA,4042019,64,49,19.3,13.5,Chlorocephalus,,
02656239,Island,NA,02042013,64,49,19.3,13.5,Chlorocephalus,,
2746503,Island,NA,16062023,64,49,19.3,13.5,Chlorocephalus,,
02727906,Island,NA,7042019,63.5,48.5,19.3,13.5,Chlorocephalus,,
02585651,Island,NA,5042019,63.5,48.5,19.3,13.5,Chlorocephalus,,
2728115,Island,NA,43639,64,48,19.3,13.5,Chlorocephalus,,
2746679,Island,NA,24062023,63,48,19.3,13.5,Chlorocephalus,,
2728225,Island,NA,24042022,62.5,48,19.3,13.5,Chlorocephalus,,
2746418,Island,NA,26042002,62.5,48,19.3,13.5,Chlorocephalus,,
02641237,Island,NA,5042019,62,48,19.3,13.5,Chlorocephalus,,
2746557,Island,NA,17062023,62,48,19.3,13.5,Chlorocephalus,,
2746593,Island,NA,18062023,62,48,19.3,13.5,Chlorocephalus,,
02656236,Island,NA,02042013,62.5,46,19.3,13.5,Chlorocephalus,,
02700506,Island,NA,29032013,62,46,19.3,13.5,Chlorocephalus,,
02641258,Island,NA,6042019,62,45,19.3,13.5,Chlorocephalus,,
02727862,Island,NA,42921,66,51,19.3,13.4,Chlorocephalus,,
02710195,Island,NA,25062016,65,51,19.3,13.3,Chlorocephalus,,
02727878,Island,NA,42922,64,49,19.3,13.2,Chlorocephalus,,
02728067,Island,NA,13042019,65,51,19.3,13,Chlorocephalus,,
02656400,Island,NA,20072014,65,50,19.3,13,Chlorocephalus,,
2746576,Island,NA,18062023,65,50,19.3,13,Chlorocephalus,,
02656334,Island,NA,05052013,62.5,50,19.3,13,Chlorocephalus,,
02585673,Island,NA,5042019,61,50,19.3,13,Chlorocephalus,,
02700566,Island,NA,31032013,62.5,49.5,19.3,13,Chlorocephalus,,
02700646,Island,NA,22072014,65.5,49,19.3,13,Chlorocephalus,,
02585626,Island,NA,4042019,64,49,19.3,13,Chlorocephalus,,
02585680,Island,NA,5042019,63,49,19.3,13,Chlorocephalus,,
02700592,Island,NA,01042013,62.5,49,19.3,13,Chlorocephalus,,
02656365,Island,NA,19072014,65.5,48,19.3,13,Chlorocephalus,,
02656327,Island,NA,05052013,62.5,48,19.3,13,Chlorocephalus,,
2728123,Island,NA,21042022,62,48,19.3,13,Chlorocephalus,,
02672122,Island,NA,14062012,63,47,19.3,13,Chlorocephalus,,
2746457,Island,NA,22062022,63,47,19.3,13,Chlorocephalus,,
2746432,Island,NA,21062022,62,47,19.3,13,Chlorocephalus,,
02656316,Island,NA,05052013,60,47,19.3,13,Chlorocephalus,,
02656302,Island,NA,04042013,61,45,19.3,13,Chlorocephalus,,
02700553,Island,NA,30032013,63,44,19.3,13,Chlorocephalus,,
2728174,Island,NA,22042022,60,NA,19.3,12.5,Chlorocephalus,,
2728241,Island,NA,24042022,63,50.5,19.3,12.5,Chlorocephalus,,
2728171,Island,NA,22042022,62,50.5,19.3,12.5,Chlorocephalus,,
2728167,Island,NA,22042022,60.5,50,19.3,12.5,Chlorocephalus,,
2728246,Island,NA,24042022,63,49,19.3,12.5,Chlorocephalus,,
01A31525,Island,NA,8062012,63,49,19.3,12.5,Chlorocephalus,,
02700593,Island,NA,01042013,61,48,19.3,12.5,Chlorocephalus,,
02578882,Island,NA,23112016,61.5,47.5,19.3,12.5,Chlorocephalus,,
02728048,Island,NA,11042019,62,47,19.3,12.5,Chlorocephalus,,
02656298,Island,NA,04042013,60.5,46,19.3,12.5,Chlorocephalus,,
2772501,Island,NA,21062024,64,49,19.3,12.2,Chlorocephalus,,
01A31647,Island,NA,12062012,64,52,19.3,12,Chlorocephalus,,
02700685,Island,NA,25072014,63,49,19.3,12,Chlorocephalus,,
02700631,Island,NA,20072014,62,49,19.3,12,Chlorocephalus,,
01A31512,Island,NA,7062012,63.5,48,19.3,12,Chlorocephalus,,
02656378,Island,NA,20072014,63,47,19.3,12,Chlorocephalus,,
02656475,Island,NA,13062015,67.5,53,19.3,11.5,Chlorocephalus,,
02656288,Island,NA,04042013,63,47,19.3,11.5,Chlorocephalus,,
02656355,Island,NA,19072014,64.5,51.5,19.3,11,Chlorocephalus,,
02672117,Island,NA,14062012,65,49.5,19.3,11,Chlorocephalus,,
02700683,Island,NA,25072014,62.5,47,19.3,11,Chlorocephalus,,
02672146,Island,NA,15062012,64.5,49,19.28,14.5,Chlorocephalus,,
02672107,Island,NA,13062012,63,46.5,19.28,11.5,Chlorocephalus,,
01A31560,Island,NA,9062012,62.5,46,19.28,11,Chlorocephalus,,
01A31582,Island,NA,10062012,62,47,19.26,14.5,Chlorocephalus,,
01A31518,Island,NA,8062012,63.5,46,19.26,14,Chlorocephalus,,
01A31630,Island,NA,11062012,64,48.5,19.26,12,Chlorocephalus,,
01A31646,Island,NA,12062012,63,49,19.26,11,Chlorocephalus,,
02672136,Island,NA,14062012,66,50,19.24,14.5,Chlorocephalus,,
01A31568,Island,NA,9062012,64,47,19.24,14,Chlorocephalus,,
02672154,Island,NA,15062012,63.5,49,19.24,12.5,Chlorocephalus,,
01A31643,Island,NA,12062012,62.5,48,19.24,11,Chlorocephalus,,
01A31506,Island,NA,7062012,64.5,49,19.22,14,Chlorocephalus,,
2746560,Island,NA,17062023,65,48,19.2,23.5,Chlorocephalus,,
2728149,Island,NA,21042022,62,48,19.2,22.5,Chlorocephalus,,
2746604,Island,NA,18062023,64,50,19.2,17,Chlorocephalus,,
2772512,Island,NA,21062024,66,53,19.2,16.6,Chlorocephalus,,
02632300,Island,NA,06122016,63,51,19.2,16.5,Chlorocephalus,,
02656412,Island,NA,27072014,66,51,19.2,16,Chlorocephalus,,
02632296,Island,NA,06122016,58,45,19.2,16,Chlorocephalus,,
02710122,Island,NA,20062015,66,51,19.2,15.5,Chlorocephalus,,
2746652,Island,NA,21062023,64,49,19.2,15.5,Chlorocephalus,,
2746553,Island,NA,17062023,65,48,19.2,15.5,Chlorocephalus,,
2772659,Island,NA,30062024,61,47,19.2,15.5,Chlorocephalus,,
02700670,Island,NA,23072014,66,52,19.2,15,Chlorocephalus,,
2746488,Island,NA,26062022,66,51,19.2,15,Chlorocephalus,,
2746495,Island,NA,16062023,66,51,19.2,15,Chlorocephalus,,
02710108,Island,NA,17062015,63,51,19.2,15,Chlorocephalus,,
02727965,Island,NA,8042019,62.5,50,19.2,15,Chlorocephalus,,
02727850,Island,NA,42919,66,49,19.2,15,Chlorocephalus,,
2746700,Island,NA,26062023,65,49,19.2,15,Chlorocephalus,,
2746675,Island,NA,24062023,64,49,19.2,15,Chlorocephalus,,
2746638,Island,NA,20062023,64,48,19.2,15,Chlorocephalus,,
