Chick ID ,band.n,nest,clutch.size,hatch.date,band.date,day,wing,tail,tarsus,post.cul.length,ant.cul.length,ant.cul.depth,ant.cul.width,digital weight,pin.length,feather.length,feather.total.length,feathered.ratio,Day of pin break ,Mainland or Island,,
2MA64,76492,12025.64,2,45993,N/A,5,23.1,4,14.7,5.2,3.5,2.1,2.2,6.72,10,0,10,0,,1,,MA64
1MA64,N/A,12025.64,2,45993,N/A,3,11,2,10.1,4.5,2.9,1.9,2.3,3.6,1.8,0,1.8,0,,1,,MA64
2MA64,76492,12025.64,2,45993,N/A,3,14.5,2.5,11.1,4.8,3.4,1.95,2.3,3.9,3,0,3,0,,1,,MA64
1MA73,55808,12025.73,4,46011,46017,8,37.4,18,17.5,7.6,4.6,2.3,2.7,7.92,20.6,13.2,33.8,0.640776699,,1,,MA73
2MA73,55809,12025.73,4,46011,46017,8,35.8,12.3,16.85,6.85,4,2.1,2.4,7.63,18.25,10.3,28.55,0.564383562,,1,,MA73
3MA73,55807,12025.73,4,46011,46017,8,33.5,9.7,16.7,6.7,3.8,2.2,2.35,8.61,17.3,7.8,25.1,0.450867052,8,1,,MA73
1MA73,55808,12025.73,4,46011,46017,6,30.65,7.5,17,6.5,3.8,2.3,2.5,7.84,14.6,4.2,18.8,0.287671233,6,1,,MA73
2MA73,55809,12025.73,4,46011,46017,6,27.8,5.5,16.2,6.3,3.65,2.1,2.3,7.17,13,3.8,16.8,0.292307692,6,1,,MA73
3MA73,55807,12025.73,4,46011,46017,6,24.7,4,15.8,5.7,3.2,2,2.4,7.5,11.2,0,11.2,0,,1,,MA73
1MA73,55808,12025.73,4,46011,46017,4,20.7,3.5,14.6,5.3,3.4,2.1,2.3,6.1,7.65,0,7.65,0,,1,,MA73
2MA73,55809,12025.73,4,46011,46017,4,17.85,2,13,5,3,1.8,2.3,4.81,5.95,0,5.95,0,,1,,MA73
3MA73,55807,12025.73,4,46011,46017,4,14.5,2,12.2,4.8,2.6,1.9,1.9,4.5,4.1,0,4.1,0,,1,,MA73
1MA73,55808,12025.73,4,46011,46017,2,10.5,2.5,10.4,4.4,2.4,1.8,2,3.73,0.9,0,0.9,0,,1,,MA73
2MA73,55809,12025.73,4,46011,46017,2,9,2,9,3.8,2.1,1.65,2,2.93,0.5,0,0.5,0,,1,,MA73
3MA73,55807,12025.73,4,46011,46017,2,7.5,2,7.8,3.7,2,1.6,1.5,2.35,0.1,0,0.1,0,,1,,MA73
1RJ1,76466,22025.1,4,45980,45988,8,36.8,10,16.2,7.3,4.8,2.3,2.7,8.26,19.1,13,32.1,0.680628272,,1,,RJ1
2RJ1,76469,22025.1,4,45980,45988,8,33.1,7,15.6,6.65,4.4,2.1,2.9,7.42,16.9,7.4,24.3,0.437869822,,1,,RJ1
3RJ1,76468,22025.1,4,45980,45988,8,37.2,12,16.4,8.3,4.9,2.45,2.8,8.83,19.4,13.3,32.7,0.68556701,,1,,RJ1
4RJ1,76467,22025.1,4,45980,45988,8,34.8,8,16.35,6.9,4.3,2.4,2.7,7.68,18.2,12.6,30.8,0.692307692,8,1,,RJ1
1RJ1,76466,22025.1,4,45980,45988,6,29.9,6,13.3,6.6,4.1,2.4,2.7,7.67,13.4,5,18.4,0.373134328,6,1,,RJ1
2RJ1,76469,22025.1,4,45980,45988,6,24.8,4,14.3,6,3.8,2.1,2.8,6.07,10.3,1.3,11.6,0.126213592,6,1,,RJ1
3RJ1,76468,22025.1,4,45980,45988,6,30,5,15.3,6.6,4.7,2.5,2.8,7.78,14.1,4.6,18.7,0.326241135,6,1,,RJ1
4RJ1,76467,22025.1,4,45980,45988,6,27.8,6,15.4,6,3.95,2.3,2.8,7.14,12.6,0,12.6,0,,1,,RJ1
1RJ1,76466,22025.1,4,45980,45988,4,20.1,3,13.2,5.5,3.6,2,2.1,6.83,6.6,0,6.6,0,,1,,RJ1
2RJ1,76469,22025.1,4,45980,45988,4,14,2.5,11.7,5,3.2,2,2.3,5.16,3.5,0,3.5,0,,1,,RJ1
3RJ1,76468,22025.1,4,45980,45988,4,20.2,3,13.2,5.8,3.8,2.1,2.1,6.54,8,0,8,0,,1,,RJ1
4RJ1,76467,22025.1,4,45980,45988,4,17.3,3,13.2,5.4,3.3,2.2,2.5,6.25,5.7,0,5.7,0,,1,,RJ1
1RJ1,76466,22025.1,4,45980,45988,2,10,1.5,9.3,4.3,2.8,1.75,2.5,3.94,0.7,0,0.7,0,,1,,RJ1
2RJ1,76469,22025.1,4,45980,45988,2,7.5,1,7.8,3.5,2.4,2.1,2.2,2.43,0,0,0,0,,1,,RJ1
3RJ1,76468,22025.1,4,45980,45988,2,11.1,1,9.4,4.8,2.8,2.2,2.3,3.89,1.2,0,1.2,0,,1,,RJ1
4RJ1,76467,22025.1,4,45980,45988,2,9.8,1,9,4.2,2.4,2,2.4,3.72,0.05,0,0.05,0,,1,,RJ1
1TC1,76454,32025.1,2,45945,45948,8,29,7,15.4,5.6,3.7,2.6,2,7.93,12.8,1,13.8,0.078125,8,1,,TC1
2TC1,76455,32025.1,2,45945,45948,8,30.7,7,15.8,6.1,4.3,2.2,2.2,8.42,14.3,3.8,18.1,0.265734266,,1,,TC1
1TC1,76454,32025.1,2,45945,45948,6,24.4,5,14.4,5.4,3.5,2.5,2,6.91,10,0,10,0,,1,,TC1
2TC1,76455,32025.1,2,45945,45948,6,26.65,6,14.4,5.4,3.4,2.6,2.5,7.45,11.5,1,12.5,0.086956522,6,1,,TC1
1TC1,76454,32025.1,2,45945,45948,4,12.9,3,10.8,4.7,3,2.2,2.1,5.26,2.9,0,2.9,0,,1,,TC1
2TC1,76455,32025.1,2,45945,45948,4,16,3,12.1,4.6,3.1,1.9,2,5.6,5,0,5,0,,1,,TC1
1TC1,76454,32025.1,2,45945,45948,2,7.1,1.5,6.8,3.2,1.6,1.4,2.2,2.61,0,0,0,0,,1,,TC1
2TC1,76455,32025.1,2,45945,45948,2,7.4,2,7.8,3.7,2.2,1.9,1.8,3.41,0.7,0,0.7,0,,1,,TC1
1WG22,76461,42025.22,2,45980,45988,8,30.7,7.5,15.6,5.7,3.7,2.3,2.7,7.82,14.8,4.2,19,0.283783784,8,1,,WG22
2WG22,76460,42025.22,2,45980,45988,8,32.8,9,15.7,6.4,3.5,2.1,2.55,8.07,16.7,5.5,22.2,0.329341317,8,1,,WG22
1WG22,76461,42025.22,2,45980,45988,6,12.5,3,13.7,5.4,3.7,2.5,2.9,6.93,9.9,0,9.9,0,,1,,WG22
2WG22,76460,42025.22,2,45980,45988,6,27.4,4.5,14.75,6,3.1,2.2,2.7,7.22,12.3,0,12.3,0,,1,,WG22
1WG22,76461,42025.22,2,45980,45988,4,14.4,1.5,11.3,5.2,2.9,2.3,2.8,5.24,4.5,0,4.5,0,,1,,WG22
2WG22,76460,42025.22,2,45980,45988,4,17.3,2.5,12.7,5.3,2.8,2.4,2.5,5.53,6.7,0,6.7,0,,1,,WG22
1WG22,76461,42025.22,2,45980,45988,2,8.2,1.5,8.1,3.4,2,1.6,1.6,2.99,0,0,0,0,,1,,WG22
2WG22,76460,42025.22,2,45980,45988,2,10.35,1.5,9,3.8,2.4,1.9,2.1,3.52,0.5,0,0.5,0,,1,,WG22
1WG24,N/A,42025.24,3,45977,N/A,2,9.65,1.5,9.8,3.9,2.6,1.85,2.2,3.52,0,0,0,0,,1,,WG24
2WG24,N/A,42025.24,3,45977,N/A,2,9.6,1.5,9.3,4.2,2.7,2,2,3.68,0,0,0,0,,1,,WG24
1WG24,N/A,42025.24,3,45977,N/A,0,6.1,1.5,5.8,3.1,1.5,1.5,1.5,1.39,0,0,0,0,,1,,WG24
2WG24,N/A,42025.24,3,45977,N/A,0,6.2,1.5,5.3,3.2,1.8,1.6,1.8,1.43,0,0,0,0,,1,,WG24
1WG28,76494,42025.28,3,45994,46002,8,33,6,15.5,6.25,3.8,2.1,2.4,7.53,16.1,6.8,22.9,0.422360248,8,1,,WG28
2WG28,76493,42025.28,3,45994,46002,8,39,14,16.2,6.6,3.6,2.1,2.5,8.25,19.7,12.3,32,0.624365482,,1,,WG28
1WG28,76494,42025.28,3,45994,46002,6,24,3,14.1,5.7,3.9,2,2.3,6.83,9.8,0,9.8,0,,1,,WG28
2WG28,76493,42025.28,3,45994,46002,6,31.2,8,15.5,6.1,3.5,2.3,2.2,8.54,15,3.4,18.4,0.226666667,6,1,,WG28
3WG28,N/A,42025.28,3,45994,46002,6,26.5,4.5,15.7,5.7,3.6,2.3,2.5,7.56,13.1,1,14.1,0.076335878,6,1,,WG28
1WG28,76494,42025.28,3,45994,46002,4,13.7,2,11.3,4.8,2.8,2,2.35,5.17,3.9,0,3.9,0,,1,,WG28
2WG28,76493,42025.28,3,45994,46002,4,21,3,13.7,5.1,3.3,2.4,2.5,6.53,8.5,0,8.5,0,,1,,WG28
3WG28,N/A,42025.28,3,45994,46002,4,17.4,2,12.8,5.1,3,2.15,2.3,5.97,5.3,0,5.3,0,,1,,WG28
1WG28,76494,42025.28,3,45994,46002,2,7.2,1.5,7.9,3.55,2.5,1.7,2.2,2.12,0,0,0,#DIV/0!,,1,,WG28
2WG28,76493,42025.28,3,45994,46002,2,11.3,2,9.7,4.1,2.55,1.8,2.1,3.52,1.7,0,1.7,0,,1,,WG28
3WG28,N/A,42025.28,3,45994,46002,2,8.8,2,8.7,3.8,2.4,1.8,2.3,2.89,0.5,0,0.5,0,,1,,WG28
1WG42,76498,42025.42,2,46000,46009,9,38.5,14.4,17.2,7,4.3,2.4,2.75,7.63,21,13,34,0.619047619,,1,,WG42
2WG42,76497,42025.42,2,46000,46009,9,38.5,18.5,16.4,7.3,4.5,2.4,2.5,8.26,21.2,13.9,35.1,0.655660377,,1,,WG42
1WG42,76498,42025.42,2,46000,46009,7,30,5.5,16.25,6.5,3.9,2.35,2.9,7.08,15.65,3.4,19.05,0.217252396,7,1,,WG42
2WG42,76497,42025.42,2,46000,46009,7,31.8,6,16.2,6.4,4.2,2.3,3,7.79,15.5,4.8,20.3,0.309677419,7,1,,WG42
1WG42,76498,42025.42,2,46000,46009,5,19.8,2,14.1,5.9,3.3,2,2.5,5.6,8,0,8,0,,1,,WG42
2WG42,76497,42025.42,2,46000,46009,5,21.2,3,14,5.8,3.6,2.2,2.6,6.67,8.5,0,8.5,0,,1,,WG42
1WG42,76498,42025.42,2,46000,46009,3,11,1,10.2,4.7,2.8,1.9,2,3.8,1,0,1,0,,1,,WG42
2WG42,76497,42025.42,2,46000,46009,3,11.9,1.5,10.3,4.5,2.7,1.9,2,4.26,1.8,0,1.8,0,,1,,WG42
1WG44,76495,42025.44,2,45995,46003,8,36,10.5,16.7,7.5,4.4,2.5,2.7,9.16,18.7,7.5,26.2,0.401069519,8,1,,WG44
2WG44,76496,42025.44,2,45995,46003,8,32.7,8,15.5,7,4.4,2.4,2.7,7.88,17,6.8,23.8,0.4,,1,,WG44
1WG44,76495,42025.44,2,45995,46003,6,27.3,4.5,15.6,6.1,3.9,2.6,2.6,8.01,11.75,0,11.75,0,,1,,WG44
2WG44,76496,42025.44,2,45995,46003,6,24.15,4.5,14.5,6.1,3.5,2.1,2.4,7.46,12,1.4,13.4,0.116666667,6,1,,WG44
1WG44,76495,42025.44,2,45995,46003,4,16.6,2,12.9,5.5,3.1,2.2,2.4,5.98,5.2,0,5.2,0,,1,,WG44
2WG44,76496,42025.44,2,45995,46003,4,15.4,2,11.9,5.3,3.4,2.1,2.4,5.76,4.4,0,4.4,0,,1,,WG44
1WG44,76495,42025.44,2,45995,46003,2,8.6,2,8.7,4.1,2.8,1.9,2.3,3.52,0.5,0,0.5,0,,1,,WG44
2WG44,76496,42025.44,2,45995,46003,2,7.8,1.5,8.3,4.1,2.5,1.8,2.2,3.06,0.2,0,0.2,0,,1,,WG44
1WG51,N/A,42025.51,4,46007,N/A,6,26.3,5,15,6.1,3.8,2.2,2.4,7.2,11.5,0.3,11.8,0.026086957,6,1,,WG51
2WG51,N/A,42025.51,4,46007,N/A,6,29.5,6,15.7,6.5,4,2.2,2.2,7.64,12.5,2,14.5,0.16,6,1,,WG51
3WG51,N/A,42025.51,4,46007,N/A,6,21.4,4,14.2,6,3.6,2.15,2.1,6,8.1,0,8.1,0,,1,,WG51
4WG51,N/A,42025.51,4,46007,N/A,6,21.1,3.5,13.9,5.9,3.5,2.2,2.3,6.09,8.2,0,8.2,0,,1,,WG51
1WG51,N/A,42025.51,4,46007,N/A,4,16.2,2.5,12.45,5.3,3.4,1.9,2.5,5.41,4.35,0,4.35,0,,1,,WG51
2WG51,N/A,42025.51,4,46007,N/A,4,19.5,3,13.6,3.8,3.3,2,2.5,6.13,6.15,0,6.15,0,,1,,WG51
3WG51,N/A,42025.51,4,46007,N/A,4,12.2,2,11,5,3,1.75,2.15,4.07,1.7,0,1.7,0,,1,,WG51
4WG51,N/A,42025.51,4,46007,N/A,4,16.1,2,12.3,5.1,3.1,1.8,2.2,5.68,4.4,0,4.4,0,,1,,WG51
1WG51,N/A,42025.51,4,46007,N/A,2,8.5,2,8.7,4.3,2.5,1.75,2.3,3.18,0,0,0,0,,1,,WG51
2WG51,N/A,42025.51,4,46007,N/A,2,10.3,2,9.5,4.3,2.5,1.9,2.1,3.85,0.5,0,0.5,0,,1,,WG51
3WG51,N/A,42025.51,4,46007,N/A,2,6.3,1.5,7.3,3.45,2.3,1.5,1.9,2.29,0,0,0,0,,1,,WG51
4WG51,N/A,42025.51,4,46007,N/A,2,8.5,2,8.75,3.8,2.2,1.8,2.1,3.17,0,0,0,0,,1,,WG51
1WG52,55813,42025.52,4,38709,46021,7,30.5,6,16.4,6.7,4.1,2.4,2.95,9.17,15.6,4.4,20,0.282051282,7,1,,WG52
2WG52,55811,42025.52,4,38709,46021,7,26.8,5,15.4,6.25,4,2.3,2.4,7.95,12.9,3,15.9,0.23255814,7,1,,WG52
3WG52,55812,42025.52,4,38709,46021,7,31.85,9.2,16.6,6.5,4.4,2.3,2.65,8.12,15.85,6.2,22.05,0.391167192,7,1,,WG52
4WG52,55810,42025.52,4,38709,46021,7,26.2,3,15.1,6,3.75,2.3,2.7,7.89,12.2,0,12.2,0,,1,,WG52
1WG52,55813,42025.52,4,38709,46021,5,21.1,3,14.3,5.75,3.5,2.1,2.55,7.15,8.2,0,8.2,0,,1,,WG52
2WG52,55811,42025.52,4,38709,46021,5,16.95,2,13.3,5.2,3.1,2,2.5,6.22,5.3,0,5.3,0,,1,,WG52
3WG52,55812,42025.52,4,38709,46021,5,23.1,3,14.7,5.65,3.6,2.15,2.55,7.07,9.5,0,9.5,0,,1,,WG52
4WG52,55810,42025.52,4,38709,46021,5,16.25,1.5,12.35,4.8,3.25,2.2,2.3,5.68,4.6,0,4.6,0,,1,,WG52
1WG52,55813,42025.52,4,38709,46021,3,11.7,N/A,10.9,4.9,2.7,2,2.4,4.63,1.8,0,1.8,0,,1,,WG52
2WG52,55811,42025.52,4,38709,46021,3,9.6,2,9.8,4.15,2.3,1.5,2,3.89,0.6,0,0.6,0,,1,,WG52
3WG52,55812,42025.52,4,38709,46021,3,13.6,2,11.9,4.85,2.9,1.9,2.4,4.88,2.7,0,2.7,0,,1,,WG52
4WG52,55810,42025.52,4,38709,46021,3,8.2,1,8.9,3.8,2.2,1.7,2,3.26,0,0,0,0,,1,,WG52
1WG53,55804,42025.53,3,46003,46011,8,36,14.7,16.2,6.95,4.6,2.1,2.35,7.86,19.3,12.2,31.5,0.632124352,,1,,WG53
2WG53,55803,42025.53,3,46003,46011,8,33.6,10,16.4,6.85,4.3,2.1,2.4,7.93,17.4,9.5,26.9,0.545977011,,1,,WG53
3WG53,55802,42025.53,3,46003,46011,8,35.5,13.3,16.45,7,4.7,2.4,2.6,8.45,17.3,10.8,28.1,0.624277457,,1,,WG53
1WG60,55815,42025.53,3,46019,46026,7,30.2,7,16.3,6.4,4,2.1,2.4,8.72,14.9,5,19.9,0.33557047,7,1,,WG53
2WG60,55817,42025.53,3,46019,46026,7,26.3,4,15.1,6,3.8,2.2,2.3,8,12.6,1.2,13.8,0.095238095,7,1,,WG53
3WG60,55816,42025.53,3,46019,46026,7,31.1,7.5,16.8,6.1,3.9,2.2,2.5,8.47,15.2,4.8,20,0.315789474,7,1,,WG53
1WG53,55804,42025.53,3,46003,46011,6,28.7,5,15.6,6.1,3.9,2.3,2.5,7.44,12.8,1.5,14.3,0.1171875,6,1,,WG53
2WG53,55803,42025.53,3,46003,46011,6,24.6,4,14.9,6,3.6,2.2,2.8,7.02,10.9,0,10.9,0,,1,,WG53
3WG53,55802,42025.53,3,46003,46011,6,26.7,5,15.4,6.1,3.8,2.45,2.85,7.64,12.1,0.03,12.13,0.002479339,6,1,,WG53
1WG60,55815,42025.53,3,46019,46026,5,21.3,2.5,14.45,3.4,3.2,2.2,2.35,7.28,7.8,0,7.8,0,,1,,WG53
2WG60,55817,42025.53,3,46019,46026,5,15.8,2,12.3,5,3.1,2,2.4,5.82,4.8,0,4.8,0,,1,,WG53
3WG60,55816,42025.53,3,46019,46026,5,21.2,3,14.65,5.2,3.1,2.2,2.3,6.97,8.4,0,8.4,0,,1,,WG53
1WG53,55804,42025.53,3,46003,46011,4,18.6,2,13.4,5.2,3,2.1,2.5,5.99,6.25,0,6.25,0,,1,,WG53
2WG53,55803,42025.53,3,46003,46011,4,14.9,2,12,4.8,2.9,2.25,2.7,5.29,4.7,0,4.7,0,,1,,WG53
3WG53,55802,42025.53,3,46003,46011,4,17.95,2,13,5.1,3,2,2.6,6.37,6.1,0,6.1,0,,1,,WG53
1WG53,55804,42025.53,3,46003,46011,2,8.9,2,9.4,3.9,2.25,1.65,2.2,3.13,0.3,0,0.3,0,,1,,WG53
1WG60,55815,42025.53,3,46019,46026,2,8.2,1.5,8.6,4,2.2,1.75,2,3.65,0.2,0,0.2,0,,1,,WG53
2WG53,55803,42025.53,3,46003,46011,2,7,1.5,8.2,3.4,2.2,1.6,1.8,2.26,0,0,0,0,,1,,WG53
2WG60,55817,42025.53,3,46019,46026,2,6.5,1.5,6.7,3.6,2.1,1.5,1.8,2.44,0,0,0,0,,1,,WG53
3WG53,55802,42025.53,3,46003,46011,2,9.1,2,9,4.2,2.8,1.8,2.4,3.25,0.4,0,0.4,0,,1,,WG53
3WG60,55816,42025.53,3,46019,46026,2,8.5,2,9.15,3.9,2.4,1.8,2.15,3.25,0.2,0,0.2,0,,1,,WG53
1WG54,N/A,42025.54,3,46019,N/A,4,20.05,2,13.5,4.8,2.9,2.3,2.8,5.62,7.2,0,7.2,0,,1,,WG54
2WG54,N/A,42025.54,3,46019,N/A,4,25.6,4,14.9,5.6,3.6,2.2,2.75,6.55,11.3,0,11.3,0,,1,,WG54
3WG54,N/A,42025.54,3,46019,N/A,4,23.7,3.5,14.8,5.9,3.8,2,2.5,6.65,10,0,10,0,,1,,WG54
1WG54,N/A,42025.54,3,46019,N/A,2,7.65,1,7.7,4.2,2.6,1.9,1.9,2.55,0,0,0,0,,1,,WG54
2WG54,N/A,42025.54,3,46019,N/A,2,10.9,1.5,10,4.35,2.8,1.9,2.1,3.63,0.8,0,0.8,0,,1,,WG54
3WG54,N/A,42025.54,3,46019,N/A,2,10.3,1.5,9.5,4.5,2.9,2,2.2,3.77,0.6,0,0.6,0,,1,,WG54
1WG59,N/A,42025.59,2,46019,N/A,4,21.7,3,15,5.7,3.5,2.3,2.6,6.97,8.9,0,8.9,0,,1,,WG59
2WG59,N/A,42025.59,2,46019,N/A,4,22.7,3,14.35,5.1,3.2,2.2,2.5,6.5,9.8,0,9.8,0,,1,,WG59
1WG59,N/A,42025.59,2,46019,N/A,2,8.3,2,9.5,4.4,2.3,1.9,1.8,3.63,0.2,0,0.2,0,,1,,WG59
2WG59,N/A,42025.59,2,46019,N/A,2,9.2,1,9.7,4.2,2.5,1.7,1.7,3.42,0.7,0,0.7,0,,1,,WG59
2WG61,55814,42025.61,3,46017,46024,9,36.8,15.5,16,7,4.5,2.2,2.7,8.66,21,13.2,34.2,0.628571429,,1,,WG61
2WG61,55814,42025.61,3,46017,46024,7,29.9,7,14.85,6.5,4.2,2.1,2.35,7.31,15.9,1,16.9,0.062893082,7,1,,WG61
1WG61,N/A,42025.61,3,46017,N/A,4,12.7,1.5,10.4,4.4,2.7,1.6,2,3.01,1.6,0,1.6,0,,1,,WG61
2WG61,55814,42025.61,3,46017,46024,4,17.1,2,12.3,5.25,3.4,1.95,2.35,5.59,5,0,5,0,,1,,WG61
3WG61,N/A,42025.61,3,46017,N/A,4,14.2,0.5,11.6,5.1,3.2,2.1,2.3,5.22,3.5,0,3.5,0,,1,,WG61
1WG61,N/A,42025.61,3,46017,N/A,2,6.6,1.5,7.3,3.6,2,1.2,1.7,1.77,0,0,0,0,,1,,WG61
2WG61,55814,42025.61,3,46017,46024,2,8.7,2,8.8,4,2.3,1.9,2,3.18,0.4,0,0.4,0,,1,,WG61
3WG61,N/A,42025.61,3,46017,N/A,2,6.9,1.5,7.9,4.1,2.4,1.6,1.9,2.5,0,0,0,0,,1,,WG61
1WG62,55822,42025.62,2,46031,46036,8,35,11,17.1,6.5,4.2,2.35,2.7,8.56,18.7,9.8,28.5,0.524064171,8,1,,WG62
2WG62,55823,42025.62,2,46031,46036,8,35,10,16.5,6.8,4.5,2.3,2.7,8.35,17.7,8.9,26.6,0.502824859,8,1,,WG62
1WG62,55822,42025.62,2,46031,46036,6,26.3,4.5,16,5.8,4,2.15,2.4,7.58,12.4,0,12.4,0,,1,,WG62
2WG62,55823,42025.62,2,46031,46036,6,25.6,5,15.8,6,3.6,2.1,2.4,7.52,12.3,0,12.3,0,,1,,WG62
1WG62,55822,42025.62,2,46031,46036,4,17,1.5,12.8,4.8,2.9,1.8,2.1,5.29,4.65,0,4.65,0,,1,,WG62
2WG62,55823,42025.62,2,46031,46036,4,16.1,1.5,12.2,4.5,3,2.1,2.1,5.48,3.9,0,3.9,0,,1,,WG62
